ID,Size,OG,FG,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,ABV
94,18.93,1.048,1.01,25.56,3.51,23.19,60,1.039,70,1.45,5.07
31,25,1.05,1.011,43.19,3.27,29,90,1.043,77,3,5.07
114,41.64,1.058,1.019,37.77,33.52,49.21,60,1.049,75,1.5,5.07
45,18.93,1.052,1.013,0,9.83,24.61,60,1.04,63,1.2,5.07
175,45,1.051,1.012,10.48,3.49,60,60,1.038,75,3,5.07
4,17.5,1.05,1.012,36.83,14.87,26,75,1.034,66,3,5.07
170,41.64,1.052,1.014,13.04,3.65,49.21,90,1.044,78,1.5,5.07
10,9,1.05,1.011,37.76,5.14,10,60,1.045,60,3,5.07
45,18.93,1.054,1.015,13.28,7.17,22.86,60,1.044,75,1.75,5.07
7,20.82,1.054,1.015,80.05,6.97,32.18,90,1.035,65,1.5,5.07
115,20.82,1.051,1.013,31.73,10.52,26.5,60,1.04,72,1.5,5.07
4,28,1.05,1.012,37.99,19.25,128,60,1.011,75,3,5.07
12,18.93,1.054,1.015,37.85,40,24.61,60,1.041,60,1.5,5.07
24,20.82,1.053,1.014,0,4.62,26.5,90,1.042,75,1.25,5.07
134,25,1.048,1.01,21.26,3.56,30,60,1.04,65,3,5.07
135,44,1.045,1.007,26.65,18.83,50,60,1.04,80,2.5,5.07
30,19.87,1.046,1.008,17.15,2.75,28.39,60,1.032,80,1.5,5.07
88,22.71,1.047,1.008,25.75,6.77,30.28,60,1.035,85,1.33,5.07
7,20.82,1.05,1.011,24.14,3.51,26.5,60,1.039,73,1.5,5.07
113,37.85,1.055,1.017,29.78,16.07,49.21,60,1.043,80,1.5,5.07
159,21,1.053,1.015,41.35,11.44,27.9,60,1.04,65,3.38,5.07
88,27.44,1.052,1.014,23.88,7.61,33.12,90,1.043,89,1.5,5.07
175,47,1.053,1.014,11.28,3.99,54,75,1.045,73,5,5.07
4,3.79,1.052,1.013,28.5,10.5,6.06,60,1.032,65,1.5,5.07
91,20.82,1.051,1.013,47.89,27.08,26.5,120,1.04,72,1.5,5.07
75,3.79,13.1836,3.76745,28,4.33,6.81,60,7.5,60,1.5,5.07
30,18.93,1.055,1.017,19.01,4.09,26.5,60,1.039,70,1.5,5.07
115,23,1.051,1.013,21.7,4.62,27,60,1.044,80,2,5.07
137,18.93,1.052,1.013,54.02,16.8,26.5,60,1.037,70,1.5,5.07
157,20.82,1.05,1.011,41.49,6.97,28.39,90,1.037,75,1.5,5.07
92,32.5,1.05,1.012,20.64,17.6,34,60,1.048,71,2.7,5.07
106,1400.6,1.041,1.002,6.55,29.02,1741.29,60,1.033,70,1.5,5.07
169,18,1.051,1.012,15.82,5.67,23,80,1.04,65,3.6,5.07
50,2240,12.7338,3.28724,29.38,4.05,2300,90,12.4,85,3,5.07
75,7.57,1.057,1.018,35.97,12.42,9.84,60,1.044,70,1.5,5.07
115,21.2,1.054,1.016,24.6,10.59,24.61,70,1.047,83,1.5,5.07
175,5,1.05,1.011,10.64,3.53,8.3,65,1.03,70,3,5.07
10,475,1.052,1.013,50.84,6.08,490,60,1.05,75,1.5,5.07
167,20.82,1.054,1.015,31.91,6.59,28.39,60,1.039,80,1.5,5.07
10,30,1.05,1.011,36.07,12.32,32,60,1.047,71,5,5.07
157,20,1.053,1.014,38.1,15.47,24,60,1.044,80,3,5.07
12,20.82,1.056,1.017,28.45,38.11,26.5,60,1.044,70,1.25,5.07
4,20.82,1.052,1.014,35.1,11.14,28.39,90,1.038,70,1.2,5.07
9,20.82,1.05,1.011,25.08,3.59,28.39,60,1.037,70,1.33,5.07
49,38,1.052,1.013,26.97,3.84,44,60,1.045,65,3,5.07
85,26.5,1.052,1.014,49.23,5.78,29,70,1.048,64,2.63,5.07
10,20,1.048,1.01,30.15,7.2,20,60,1.048,70,2.5,5.07
12,20.82,1.054,1.016,37.77,31.7,28.39,60,1.04,70,1.5,5.07
39,11.36,1.055,1.017,14.71,18.25,13.25,60,1.047,70,1.5,5.07
30,10.6,1.047,1.008,39.83,4.11,14.01,60,1.036,70,1.5,5.07
175,12.3,1.047,1.009,17.67,3.47,15.14,90,1.039,70,1.25,5.07
10,50,1.046,1.008,74.16,3.67,58,60,1.04,82,3,5.07
45,21.96,1.05,1.011,12.19,2.58,28.39,90,1.039,75,1.25,5.07
114,20.82,1.053,1.014,30.01,37.87,26.5,60,1.042,70,1.5,5.07
30,20.82,1.052,1.013,11.54,3.87,27.25,60,1.039,70,1.5,5.07
58,50,1.05,1.011,39.25,41.65,55,60,1.045,60,3,5.07
75,20,12.9981,3.56368,24.07,24.72,22,60,11.9,65,3,5.07
10,17,1.047,1.008,42.28,5.94,28.5,60,1.028,53,3,5.07
175,20.82,1.051,1.012,22.57,3.66,24.61,60,1.043,70,1.5,5.07
39,45.42,1.056,1.017,39.67,12.21,53.11,60,1.048,70,1.5,5.07
10,40,1.047,1.009,31.56,5.49,42.88,90,1.044,70,2.5,5.07
169,21,1.05,1.011,13.61,3.58,28.5,75,1.037,67,2.8,5.07
114,4.16,1.06,1.021,37.97,33.81,8.33,60,1.03,65,1.6,5.07
12,18,1.051,1.013,56.18,35.69,23,120,1.04,60,3.6,5.07
167,18.93,1.053,1.014,26.96,6.93,28.39,60,1.035,70,1.5,5.07
39,18,1.052,1.013,43.14,16.35,23,60,1.04,70,3,5.07
12,37.85,1.051,1.012,47.1,38.35,49.21,60,1.039,76,1.25,5.07
9,22.71,1.051,1.012,23.86,10.14,27.63,60,1.042,70,3.36,5.07
50,359.61,1.054,1.015,28.66,4.79,416.4,60,1.047,68,1.5,5.07
162,66,1.051,1.012,27.55,35.22,73.5,60,1.046,75,5.6,5.07
40,55,1.049,1.01,15.6,4.05,70,60,1.038,70,3,5.07
24,20.82,1.049,1.01,31.15,9.34,28.39,90,1.036,75,1.5,5.07
94,19.87,1.052,1.014,26.13,4.49,26.12,60,1.04,75,1.5,5.07
108,18.93,1.052,1.013,23.91,16.3,22.71,90,1.043,70,1.5,5.07
10,13.5,1.045,1.006,32.96,3.24,16,60,1.038,80,4.2,5.07
94,22.71,1.051,1.012,12.38,4.06,28.39,90,1.041,70,1.52,5.07
109,20.82,1.05,1.012,55.12,4.63,22.71,90,1.046,73,1.5,5.07
59,19,1.053,1.014,10.98,4.48,28.5,60,1.035,70,3,5.07
65,7,1.053,1.015,59.49,7.62,5,60,1.075,68,5,5.07
145,100,1.046,1.008,9.28,4.39,110,60,1.042,75,3,5.07
10,17.98,1.049,1.01,43.33,5.87,16.09,75,1.055,65,1.5,5.07
14,56.78,1.05,1.012,25.17,3.84,68.14,60,1.042,67,1.25,5.07
1,20.82,1.05,1.011,41.25,16.01,26.5,60,1.039,70,1.75,5.07
14,21,11.8491,2.32415,29.72,3.4,25,60,10,70,3.1,5.07
10,20,1.048,1.01,64.21,7.61,26,60,1.037,69,4,5.07
135,24.61,1.049,1.01,21.41,33.42,32.18,90,1.037,68,1.5,5.07
61,24.61,1.052,1.014,11.83,17.05,30.28,90,1.042,65,1.5,5.07
9,18.93,1.051,1.013,0,25.58,22.71,60,1.043,78,1.25,5.07
38,20.82,1.054,1.016,32.12,11.68,26.5,60,1.043,75,1.25,5.07
169,21,1.044,1.005,12.54,3.62,27,80,1.034,60,3.5,5.07
135,18.93,1.05,1.011,31.16,28.58,22.71,60,1.042,70,1.5,5.07
6,20.82,1.051,1.013,42.42,22.44,28.39,60,1.038,68,1.43,5.07
159,20,1.049,1.01,43.55,12.11,26.5,90,1.037,75,3,5.07
43,22.71,1.05,1.011,14.74,3.47,30.28,60,1.038,70,1.25,5.07
10,25,1.051,1.013,20.55,4.77,27,60,1.048,70,3,5.07
10,20.82,1.056,1.017,55.05,13.84,28.39,60,1.041,70,1.5,5.07
30,20,1.048,1.01,58.78,6.3,24,60,1.04,65,3,5.07
129,22.71,1.053,1.014,27.09,32.07,30.28,90,1.04,68,1.5,5.07
24,41.64,1.052,1.014,30.25,8.82,51.1,60,1.043,70,1.5,5.07
10,15.14,1.046,1.008,40.97,3.94,17.98,60,1.039,65,1.5,5.07
94,19.87,12.0073,2.50601,13.21,8.38,24.61,60,9.8,70,1.33,5.07
66,25,1.05,1.012,23.41,22.59,28,60,1.045,70,3,5.07
7,23,1.051,1.012,64.34,4.45,26,60,1.045,75,3.35,5.07
169,23,1.05,1.012,11.19,3.62,25.5,75,1.045,75,3.4,5.07
10,18.93,1.052,1.013,23.76,6.78,20.06,60,1.049,65,1.5,5.07
45,1173.48,12.947,3.49805,18.68,4.74,1173.48,60,12.9,80,1.5,5.07
169,20.82,1.05,1.011,15.74,4.26,28.39,60,1.037,68,1.5,5.07
109,25.32,1.05,1.012,17.68,3.2,32.18,90,1.04,78,3.48,5.07
50,23,1.048,1.01,30.1,4.07,30,90,1.037,76,2.7,5.07
169,21,1.052,1.013,14.29,3.67,28.5,60,1.038,72,3,5.07
75,17.03,1.048,1.01,37.28,7.1,28.39,60,1.029,73,1.25,5.07
175,8,1.051,1.012,18.06,3.48,10,60,1.04,75,4,5.07
10,56.78,1.051,1.013,38.46,9.87,90.85,60,1.032,35,1.5,5.07
11,19.87,1.052,1.014,39.05,30.22,24.61,60,1.042,70,1.5,5.07
9,22,1.05,1.012,38.04,3.89,15,60,1.074,67,3,5.07
24,26,1.052,1.013,27.97,21.27,38,45,1.036,80,2.4,5.07
81,24,1.046,1.008,42.9,3.86,40,90,1.028,60,4,5.07
170,20.82,1.051,1.013,12.73,3.3,28.39,60,1.038,70,1.5,5.07
45,20.82,1.047,1.009,17.78,3.4,28.39,75,1.035,65,4,5.07
7,20.82,1.05,1.011,157.9,5.14,28.39,60,1.037,55,1.33,5.07
109,1100,1.047,1.008,20.61,4.07,1150,60,1.045,75,3,5.07
81,20.82,1.052,1.013,7.6,3.14,28.39,70,1.038,73,1.5,5.07
175,22.71,1.052,1.014,9.28,3.99,24.61,60,1.048,75,1.5,5.07
95,30.28,1.052,1.013,27.7,17.56,39.75,60,1.04,82,1.33,5.07
10,27,1.048,1.01,33.8,5.56,30,60,1.043,75,2,5.07
106,21,1.045,1.006,0,4.36,26,60,1.036,70,2.5,5.07
35,15,1.05,1.012,22.26,12.68,18.9,60,1.04,70,3,5.07
10,25,1.048,1.009,31.27,5.96,30,60,1.04,70,5,5.07
10,20.82,13.1903,3.76944,89.72,5.41,26.5,60,10.5,70,1.25,5.07
1,10,1.052,1.013,0,16.44,12,60,1.043,70,3,5.07
10,2000,1.051,1.013,0,6.42,2100,60,1.049,82,3,5.07
10,25,1.046,1.008,33.11,8.08,20,70,1.058,80,3,5.07
167,25,1.051,1.012,30.35,13.39,30,90,1.042,72,3,5.07
68,166,1.052,1.013,30.97,13.74,176,60,1.049,70,3,5.07
11,38,1.054,1.015,24.28,28.67,44,70,1.046,75,3,5.07
10,20,1.053,1.015,40.81,5.1,28.5,60,1.037,84,18,5.07
28,20.82,1.052,1.013,23.45,13.23,28.39,60,1.038,68,1.5,5.07
65,18.93,1.048,1.009,64.18,7.84,19.68,60,1.046,65,1.5,5.07
134,40,1.047,1.008,33.11,7.47,48,60,1.035,59,3.6,5.07
34,20.82,1.054,1.015,26.25,30.45,28.39,70,1.039,73.5,1.75,5.07
10,340.69,1.048,1.009,47.94,8.51,416.4,60,1.039,60,1.5,5.07
94,17.03,1.048,1.009,19.7,2.96,20.06,75,1.041,76,1.75,5.07
90,41.6,1.051,1.013,0,5.05,49,60,1.044,75,2.7,5.07
169,27,1.055,1.016,24.8,7.73,33,60,1.045,70,6.7,5.07
47,19,1.053,1.014,31.66,25.32,26.5,60,1.038,70,2.9,5.07
10,21,1.053,1.015,43.4,9.34,28.5,60,1.039,70,3,5.07
94,45.42,1.05,1.011,36.3,3.73,56.78,60,1.04,80,1.5,5.07
9,24,1.047,1.008,31.26,4.55,28.4,60,1.039,70,3.1,5.07
175,200,1.056,1.017,10.9,4.13,205.7,90,1.054,75,3.1,5.07
41,821.43,1.052,1.013,27.38,14.28,823.33,60,1.051,75,1.5,5.07
135,22,1.05,1.012,27.61,26.32,34,90,1.033,60,4,5.07
10,20.82,1.046,1.008,85.06,9.38,28.39,60,1.034,65,1.25,5.07
11,20.82,1.055,1.016,28.47,32.19,28.39,60,1.04,70,1.5,5.07
30,41.64,1.051,1.012,50.14,10.17,49.21,90,1.043,80,1.5,5.07
4,19,1.053,1.015,38.6,11.09,25,60,1.04,60,3,5.07
4,18.93,1.055,1.016,36.61,15.03,24.61,60,1.042,70,1.25,5.07
170,18.93,1.049,1.01,11,3.15,22.71,90,1.041,78,21.8,5.07
109,51.1,1.052,1.013,16.6,3.11,51.1,70,1.052,95,1.5,5.07
134,20.82,1.052,1.013,0,3.69,28.39,60,1.038,70,1.33,5.07
10,19.87,1.057,1.018,40.08,6.58,31.23,90,1.036,70,1.5,5.08
113,22.71,1.051,1.012,26.29,15.04,27.44,60,1.042,80,1.3,5.08
98,20.82,1.051,1.012,9.44,4.98,28.39,60,1.037,68,1.5,5.08
169,20,1.052,1.013,14.06,3.56,28,75,1.037,65,2.5,5.08
10,41.64,1.05,1.011,27.12,7.9,51.1,60,1.04,70,1.25,5.08
170,22.71,1.051,1.012,18.54,3.7,28.39,60,1.041,70,0.7,5.08
41,10,1.048,1.01,20.37,12.28,12,60,1.04,65,2.5,5.08
7,41.64,1.054,1.015,78.61,6.82,45.42,60,1.049,70,1.3,5.08
115,19.49,1.055,1.016,23.37,11.46,28.39,60,1.038,80,1.5,5.08
114,3500,13.0289,3.58416,31.82,31.36,3660,75,12.5,87,3.1,5.08
50,22.71,1.054,1.015,40.12,4.59,28.39,90,1.043,75,1.33,5.08
45,20.82,1.053,1.014,17.63,2.9,32.18,90,1.034,72,1.5,5.08
1,11,1.05,1.011,44.68,13.19,20,90,1.028,70,3,5.08
114,25,1.062,1.023,33.02,50,28.5,90,1.054,59,2.7,5.08
29,24,1.046,1.007,40.48,10.08,26,80,1.043,75,3,5.08
175,9,1.054,1.015,16.41,3.84,12.5,80,1.039,66,3,5.08
31,66.5,1.05,1.011,40.18,3.9,70,120,1.048,85,4.55,5.08
91,20.82,1.05,1.011,48.26,30.52,26.5,90,1.039,70,1.25,5.08
31,20.82,1.052,1.013,35.26,4.46,28.39,90,1.038,75,1.5,5.08
175,39.75,1.048,1.009,15.17,3.41,45.42,60,1.042,67,1.1675,5.08
51,1300,1.051,1.012,35.87,12.55,1300,90,1.051,67,3,5.08
94,20.82,1.052,1.013,20.4,3.97,28.39,60,1.038,80,1.7,5.08
175,45.42,1.051,1.012,13.87,3.62,53,60,1.044,85,1.44,5.08
175,18.93,1.052,1.013,20.78,5.52,24.61,60,1.04,70,2.5,5.08
137,41.64,1.057,1.019,22.24,15.88,51.1,90,1.047,70,1.5,5.08
4,12.3,1.048,1.009,14.96,13.41,17.03,60,1.035,70,1.5,5.08
15,18.93,1.051,1.012,41.39,5.12,22.71,60,1.042,70,2,5.08
167,56,1.052,1.014,19.32,13.28,70,70,1.042,70,3,5.08
65,20.82,1.058,1.019,70.51,11.54,24.61,60,1.049,65,1.25,5.08
10,3.79,1.052,1.013,21.58,3.59,7.57,60,1.026,70,1.5,5.08
10,20.82,1.051,1.012,36.66,8.68,26.5,60,1.04,75,1.5,5.08
175,45.42,1.051,1.013,18.84,3.93,49.21,60,1.047,70,1.5,5.08
116,23,1.055,1.016,34.62,21.85,20,60,1.063,70,3,5.08
10,20,11.8715,2.32869,41.83,7.94,26,70,9.2,70,3,5.08
34,18.93,1.053,1.014,26.83,17.6,28.39,60,1.035,70,1.25,5.08
30,29,1.048,1.01,15.13,3.74,33,90,1.043,80,3,5.08
145,20.82,1.047,1.008,75.51,5.31,28.39,60,1.035,70,1.5,5.08
50,24,1.049,1.01,42.83,3.9,27,60,1.044,60,3,5.08
170,475,1.045,1.006,11.67,3.1,490,60,1.044,85,1.5,5.08
10,39.75,1.052,1.013,37.11,5.8,49.21,60,1.042,70,1.25,5.08
7,22,1.047,1.009,32.23,5.56,31,60,1.034,68,3.5,5.08
11,180,1.047,1.009,38.54,34.89,200,80,1.041,55,3,5.08
10,30,1.052,1.013,40.11,5.23,28,60,1.055,70,3,5.08
170,3.79,1.045,1.007,12.12,5.39,5.68,60,1.03,70,1.5,5.08
12,20.82,1.054,1.015,76.66,50,28.39,60,1.039,50,1.5,5.08
109,27,12.0151,2.49921,20.69,3.5,30,60,10.9,70,2.1,5.08
94,25,1.047,1.009,25.08,3.41,30,60,1.039,70,3,5.08
10,20.82,1.052,1.013,40.82,12.45,26.5,90,1.041,62,1.5,5.08
9,38,1.048,1.009,0,3.26,28.5,60,1.064,91,3,5.08
129,3.79,1.049,1.01,36.64,32.85,5.3,60,1.035,65,1.5,5.08
135,18.17,1.051,1.013,25.04,28.03,28.84,90,1.032,60,1.5,5.08
9,64.35,1.056,1.017,19.84,13.58,73.82,60,1.048,70,1.5,5.08
114,41.64,1.055,1.017,31.93,40,45.42,60,1.051,70,1.25,5.08
6,20.82,1.054,1.015,48.64,22.04,28.39,60,1.039,75,1.25,5.08
152,20.82,1.052,1.013,40.19,4.66,28.39,60,1.038,75,1.25,5.08
170,23.66,1.052,1.013,13.81,5.1,29.34,90,1.042,63,1.01,5.08
7,20.82,1.052,1.013,272.27,10.43,28.39,60,1.038,35,1.5,5.08
170,140,1.051,1.012,11.01,8.73,165,90,1.043,80,2.5,5.08
114,20.82,13.519,4.09042,33.05,31.58,24.23,60,11.7,70,1.25,5.08
39,22.71,1.052,1.013,32.05,12.11,30.28,60,1.039,75,1.33,5.08
38,43.53,1.057,1.019,40.01,10.34,51.1,60,1.049,78,1.5,5.08
30,28,12.7722,3.29748,21.14,3.66,30,60,12,80,4,5.08
7,20,1.052,1.013,69.9,12.49,15,60,1.069,60,2.5,5.08
124,20.82,1.05,1.011,25.34,3.29,26.5,90,1.039,70,1.5,5.08
30,21,1.047,1.008,20.64,5.97,23.3,75,1.042,71,6.5,5.08
175,35,1.044,1.005,14.18,3.4,40,60,1.038,65,2.5,5.08
92,18.93,1.053,1.014,18.81,12.82,28.39,60,1.035,65,1.5,5.08
9,18.93,1.053,1.014,62.94,6.92,28.39,70,1.035,70,1.5,5.08
144,25,1.052,1.014,33.52,10.04,28.5,90,1.046,70,4,5.08
162,18.93,1.06,1.021,66.16,37.43,24.61,60,1.046,77,1.5,5.08
7,37.85,1.051,1.012,39.35,3.7,41.64,60,1.046,70,1.5,5.08
107,55,1.051,1.012,0,5.27,55,60,1.051,75,3.5,5.08
15,21.96,1.049,1.01,11.52,7.3,28.39,60,1.038,62,1.33,5.08
10,23,1.046,1.008,61.36,5.78,28.5,60,1.037,74,3.45,5.08
38,21,1.054,1.016,42.66,13.44,28,60,1.041,75,3.4,5.08
65,25,1.05,1.011,75.92,4.25,25,60,1.05,64,1.5,5.08
10,20,1.047,1.008,40.29,7.71,28.5,60,1.033,65,3,5.08
36,210,1.052,1.014,58.3,16.79,230,75,1.048,75,2.5,5.08
7,20.82,1.051,1.012,58.52,8.83,27.63,60,1.038,70,1.25,5.08
10,20.82,1.051,1.012,38.4,7.98,24.61,60,1.043,70,1.33,5.08
167,24,1.048,1.01,32.01,8.89,29,90,1.04,65,5,5.08
111,3.8,1.053,1.015,14.72,14.72,9.5,60,1.021,70,3.1,5.08
109,37.85,1.054,1.015,22.85,3.95,49.21,60,1.041,70,1.5,5.08
7,75.71,1.053,1.014,87.98,3.8,83.28,60,1.048,75,1.5,5.08
93,9.46,1.05,1.011,45.56,36.27,9.46,60,1.05,65,1.5,5.08
94,28,11.869,2.32818,23.52,5.43,30,60,11.1,70,1.5,5.08
30,25,1.047,1.009,20.43,3.33,28.5,60,1.042,70,2.5,5.08
8,20.82,1.047,1.008,12.77,3.8,28.39,90,1.035,70,1.31,5.08
31,20.82,1.052,1.013,46.49,4.52,28.39,60,1.038,60,2.5,5.08
10,51.9,1.047,1.008,36.58,5.58,60.2,60,1.04,75,2.9,5.08
167,23.66,1.052,1.013,0,6.45,26.31,60,1.046,66,1.5,5.08
108,11,11.9901,2.45582,30.96,15.64,18,60,7.4,70,3,5.08
7,20.82,1.051,1.013,71.32,11.83,28.39,60,1.038,55,1.5,5.08
102,20,1.055,1.017,22.3,10.64,24,60,1.046,65,2.5,5.08
38,29,1.049,1.01,31.99,9.94,35,75,1.041,78,2.8,5.08
6,18.93,1.056,1.017,25.39,19.86,18.93,60,1.056,70,1.5,5.08
10,56.78,1.046,1.007,6.66,9.21,64.35,60,1.04,84,1.1,5.08
14,22.71,1.051,1.012,15.42,3.88,28.39,60,1.04,75,1.5,5.08
175,24.61,1.052,1.013,17.76,3.63,30.28,60,1.042,70,1.25,5.08
20,20.8,1.055,1.017,14.78,3.78,28.4,60,1.041,70,3.1,5.08
169,23,1.052,1.013,11.53,5.61,28,60,1.042,80,2,5.08
134,1892.71,11.994,2.47658,22.2,5.09,1892.71,60,12,74,1.2,5.08
30,18.93,1.051,1.013,41.09,7.84,26.5,60,1.037,70,1.5,5.08
39,20.82,1.052,1.013,50.36,15.23,28.39,60,1.038,70,1.5,5.08
10,23,1.049,1.011,36.86,3.88,26.5,60,1.043,90,2,5.08
134,22.71,1.052,1.013,32.68,3.31,29.34,90,1.04,75,1.3,5.08
53,5,1.054,1.015,23.61,30.06,7,60,1.038,70,3,5.08
30,20.82,1.054,1.015,20.14,4.16,28.39,60,1.039,70,1.5,5.08
30,18.93,1.05,1.011,17.94,3.9,26.5,60,1.035,75,1.5,5.08
37,20,1.054,1.015,27.25,30.28,24,60,1.045,70,3,5.08
31,37,1.046,1.007,35.17,5.03,28,60,1.061,72,3,5.08
7,30,1.048,1.009,36.49,8.52,50,60,1.029,70,3,5.08
94,20.82,1.052,1.013,26.91,3.8,24.61,60,1.044,68,1.5,5.08
10,25,12.7629,3.295,66.11,5.83,30,60,10.7,70,3,5.08
162,20.82,1.052,1.013,28.05,50,28.39,60,1.038,65,1.5,5.08
30,19,1.051,1.012,15,5.99,24,60,1.04,77,3,5.08
10,37.85,1.052,1.014,37.07,5.36,45.42,60,1.044,65,1.5,5.08
10,20.82,1.048,1.01,38.24,5.57,26.5,60,1.038,70,1.4,5.08
30,45.42,1.052,1.013,0,4.13,45.42,60,1.052,70,1.5,5.08
10,22.71,1.049,1.01,48.99,4.86,32.18,90,1.035,78,1.5,5.08
94,68.14,1.05,1.011,30.38,3.49,79.49,90,1.043,68,1.3,5.08
30,20.82,1.052,1.013,45.73,3.59,28.39,60,1.038,70,1.5,5.08
169,18.93,1.052,1.013,11.54,3.65,26.5,60,1.037,70,1.25,5.08
10,50,1.047,1.009,22.62,5.83,58,90,1.041,80,3,5.08
24,30.28,1.047,1.009,19.86,10.86,41.64,60,1.035,85,1.25,5.08
58,23.7,1.049,1.01,25.89,34.53,26.7,60,1.043,72,2.7,5.08
30,48,1.046,1.008,25.84,8.8,55,60,1.041,60,1.5,5.08
14,586.74,1.047,1.009,21.77,3.56,670.02,60,1.042,77,1.5,5.08
7,78,1.046,1.008,65.55,4.91,85,60,1.043,80,3,5.08
14,20.82,1.047,1.008,26.53,6.15,28.39,60,1.035,75,1.5,5.08
6,45.42,1.052,1.013,37.55,21.77,56.78,90,1.041,80,1,5.08
152,23,1.057,1.018,49.22,6.57,28.5,60,1.046,70,3.45,5.08
75,18.93,1.051,1.012,8.63,4.12,25.36,60,1.038,67,1.5,5.08
94,41.64,1.05,1.011,27.34,3.38,51.1,60,1.041,75,1.75,5.08
175,18,1.052,1.013,15.18,3.52,22,60,1.042,70,3,5.08
7,18.93,1.052,1.013,23.18,14.63,26.5,60,1.037,75,1.5,5.08
10,41.64,1.053,1.014,71.8,12.71,45.42,60,1.048,70,1.33,5.08
6,22.71,1.051,1.012,31.92,22.18,28.39,60,1.041,72,1.25,5.08
34,26,1.05,1.012,25.09,14.5,29,60,1.045,82,3,5.08
7,24.61,1.052,1.013,71.8,4.81,28.39,60,1.045,62,1.5,5.08
169,5,1.052,1.013,14.08,3.39,7,75,1.037,75,3,5.08
4,20.82,1.055,1.016,34.42,16.97,28.39,60,1.04,70,1.5,5.08
4,50,1.051,1.012,33.01,12.71,55,60,1.046,85,3,5.08
9,50,1.051,1.012,34.74,3.12,58,60,1.044,75,3.1,5.08
24,25,1.054,1.015,34.17,3.47,28.5,90,1.047,75,3,5.08
94,18.93,1.05,1.012,20.88,3.58,28.39,90,1.034,75,1.68,5.08
169,18.93,1.052,1.013,10.3,5.55,22.71,60,1.043,83,2.25,5.08
175,25,1.05,1.012,17.16,3.84,28,90,1.045,75,3,5.08
49,20.82,1.052,1.013,27.76,3.84,22.71,60,1.047,65,1.25,5.08
90,23,1.048,1.009,46.29,6.57,31,90,1.036,60,2.5,5.08
134,13.25,1.044,1.006,25.41,2.98,13.25,60,1.044,70,2,5.08
114,21,1.054,1.015,27.17,34.67,28.5,60,1.04,60,3,5.08
165,45.42,1.051,1.012,24.92,3.94,53,60,1.044,69,1.8,5.08
169,10,1.049,1.011,22.21,3.52,15,60,1.033,73,3,5.08
10,18.5,1.05,1.012,35.35,7.65,22.5,90,1.041,75,2.9,5.08
41,18.93,1.05,1.011,76.84,14.34,28.39,60,1.033,75,1.5,5.08
9,56,1.047,1.009,13.03,5.77,43,80,1.061,78,3,5.08
159,22.71,1.055,1.016,41.59,11.96,27.44,60,1.046,75,1.5,5.08
116,18.93,1.051,1.012,36.7,19.31,26.5,60,1.037,75,1.25,5.08
27,20,1.05,1.011,0,3.41,20,60,1.05,77,3,5.08
155,20.82,1.051,1.012,15.22,17.53,24.61,90,1.043,70,1.5,5.09
92,46,1.054,1.015,24.26,11.92,55,60,1.045,75,3,5.09
11,20.82,1.052,1.013,24.47,23.79,28.39,90,1.038,71,1.5,5.09
167,41.64,1.056,1.017,28.8,11.09,51.1,60,1.045,75,1.25,5.09
58,50,1.052,1.013,48.65,24.58,55,60,1.047,80,3,5.09
170,21,1.052,1.014,10.79,3.47,24,75,1.046,75,2.5,5.09
27,124.92,1.047,1.008,5.88,2.92,147.63,60,1.039,80,1.3,5.09
155,37.85,1.051,1.013,24.12,10.16,45.42,60,1.042,70,1.5,5.09
108,12.3,1.054,1.015,22.35,20.5,15.14,90,1.044,80,1.31,5.09
114,22.71,1.051,1.012,17.52,30,27.44,60,1.042,78,1.5,5.09
170,49.21,1.051,1.012,13.85,3.96,56.78,60,1.044,80,1.25,5.09
30,3.79,1.053,1.014,18.65,3.84,5.68,90,1.035,65,1.5,5.09
175,23,1.052,1.014,37.01,4.44,28,60,1.043,78,3.5,5.09
65,88,1.055,1.017,57.93,5.55,90,60,1.054,70,3,5.09
155,37.85,1.051,1.013,24.12,10.16,45.42,60,1.042,70,1.5,5.09
96,46,1.052,1.014,43.79,11.83,52,75,1.046,75,3,5.09
10,20.82,1.052,1.014,20.17,9.99,28.39,60,1.038,70,1.5,5.09
169,21,1.054,1.015,29.49,4.08,24.5,90,1.046,70,2.75,5.09
10,21.2,1.05,1.011,32.58,10.11,30.28,60,1.035,73,1.5,5.09
45,41.64,1.05,1.011,16.47,4.08,45.42,60,1.046,72,1.5,5.09
7,17,1.051,1.012,39.74,7.07,21,60,1.041,75,3,5.09
112,17.03,1.051,1.012,38.47,16.45,24.61,60,1.035,75,1.25,5.09
10,13.25,1.057,1.018,34.35,12.21,21.5,90,1.035,70,1.25,5.09
90,60.57,1.05,1.011,19.85,3.04,71.92,90,1.042,80,1.6,5.09
170,18.93,1.05,1.011,10.24,4.05,26.5,60,1.036,75,1.75,5.09
77,20.82,1.051,1.012,10.07,3.84,29.34,60,1.036,75,1.5,5.09
30,28,1.05,1.011,39.93,4.72,37,60,1.038,76,2.9,5.09
10,500,1.05,1.011,46.78,6.77,502,90,1.05,75,6,5.09
77,18.93,1.06,1.023,2.75,5.62,28.39,60,1.04,70,1.25,5.09
