Size,OG,FG,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,PitchRate,PrimaryTemp,ABV,IBU
26,1.077,1.016,11.59,30,75,1.066,72.5,2.5,1.25,19,7.99,68.54
37.85,1.062,1.011,8.5,45.42,60,1.051,70,1.5,0.75,21.11,6.7,38.88
20.82,1.08,1.018,8,28.39,60,1.059,75,1.25,0.35,20,8.22,99.47
20.82,1.049,1.011,4.49,26.5,60,1.038,70,2,0.75,20,5.02,38.36
20.82,1.068,1.012,5.02,26.5,70,1.053,71,1.5,0.5,20,7.33,90.68
5.4,1.073,1.014,13.79,6.4,90,1.059,85,2.75,1,19,7.8,30.22
20.82,1.048,1.008,3.56,30.28,60,1.033,80,1.5,1.5,11.67,5.21,44.96
18.93,1.054,1.01,15.2,30.28,60,1.034,70,1.5,0.35,16.67,5.86,28.29
37.85,1.054,1.012,3.92,53,60,1.039,68,1.25,0.5,15.56,5.47,33.85
9.46,1.059,1.018,4.8,11.36,60,1.049,70,1.5,0.5,23.89,5.39,34.41
20.82,1.048,1.009,14.58,28.39,90,1.036,75,1.5,0.75,19.44,5.18,46.17
14.75,1.041,1.008,4.01,20,60,1.031,73,3,0.35,16,4.45,23.57
20.82,1.067,1.02,11.17,28.39,90,1.049,72,1.64,1,17.22,6.19,27.28
20.82,1.109,1.027,9.04,28.39,90,1.08,35,1.25,1,20,10.75,102.76
20.82,1.066,1.021,16.65,28.39,60,1.048,76,1.5,1.25,20.56,5.91,54.02
20,1.064,1.015,7.97,30,75,1.042,75,14,0.5,25,6.36,67.28
21.77,1.063,1.006,6.3,35.02,90,1.036,75,1.6,1,20,7.48,43.56
41.64,1.058,1.012,5.67,53,75,1.045,65,1.5,1,16.67,6.06,51.88
25,1.045,1.009,16.91,41,105,1.028,70,2.5,0.75,20,4.71,26.22
45.42,1.068,1.019,40,52.62,60,1.059,78,1.25,1,19.44,6.45,36.1
18.93,1.07,1.024,41.77,28.39,60,1.047,70,1.25,0.35,21.11,6.06,32.32
20.82,1.062,1.014,14.82,28.39,60,1.046,70,1.65,1,20,6.28,86.11
25,1.083,1.015,9,29,60,1.071,75,2.2,1,20,8.89,318.84
20.82,1.057,1.014,11.38,28.39,60,1.042,68,1.5,1.5,11.11,5.58,25.28
43.53,1.07,1.016,4.81,49.21,90,1.062,70,1.5,1,17.78,7.12,21.22
21,1.049,1.012,12.14,27,80,1.038,65,3,1,20,4.86,40.12
37.85,1.09,1.021,6.05,45.42,60,1.075,75,1.3,1,20,9.06,101.58
43.53,1.063,1.018,33.12,49.21,60,1.055,70,1.25,1.25,18.33,5.92,48.38
832.79,1.052,1.012,7.19,900.93,60,1.048,90,1.25,0.75,20,5.26,52.69
18.93,1.111,1.028,41.45,26.5,90,1.079,70,1.25,0.75,10,10.92,42.1
22.71,1.077,1.015,5.51,28.39,90,1.061,70,1.25,1.25,20,8.09,94.78
25,16.5032,2.93944,9.31,27,90,15.3,75,3.1,1.5,20,7.36,28.97
23,1.052,1.012,27.95,32,90,1.037,62,3.3,1.5,12,5.25,49.53
22.71,1.082,1.016,9.19,28.39,60,1.053,67,1.75,0.75,18.33,8.65,58.69
20.82,1.059,1.015,22.67,28.39,60,1.043,70,1.5,0.35,16.67,5.78,25.31
20.82,1.042,1.011,15.29,26.5,60,1.03,74,1.47,1,17.78,4.18,20.78
41.64,1.087,1.01,6.27,49.21,60,1.074,75,1.32,0.75,20,10.09,76.57
20.82,1.067,1.021,10.07,28.39,60,1.049,65,1.5,0.75,21.11,6.09,88.93
19.68,1.048,1.012,15.54,26.5,60,1.036,70,1.25,0.35,19.44,4.75,47.63
170,1.061,1.016,8.99,195,75,1.053,71,2.5,1,22,5.91,22.16
15.14,1.054,1.018,7.96,19.4,70,1.042,72,1.5,0.35,20,4.74,44.74
37.85,1.057,1.013,9.44,49.21,60,1.044,75,1.5,0.35,20,5.68,15.4
20.82,1.092,1.021,5.04,28.39,60,1.068,75,1.25,1,20,9.37,37.54
19.87,1.057,1.016,3.23,28.35,90,1.04,80,1.5,1.5,10,5.46,38.94
1135.62,1.056,1.013,4.21,1143.19,90,1.055,85,1.5,0.5,16.67,5.65,20.41
18.93,1.104,1.026,50,26.5,90,1.074,70,1.25,0.35,21.11,10.22,77.24
37.85,1.073,1.015,13.36,47.32,60,1.059,67,1.3,0.75,20,7.64,72.39
25,1.064,1.014,15.9,31,90,1.052,75,2.6,1.25,20,6.62,35.51
20.82,1.086,1.018,7.96,27.44,60,1.053,70,1.5,1.25,18.89,8.88,106.24
120,1.043,1.012,4.74,100,60,1.052,75,4,0.75,20,4.09,27.95
23,1.11,1.032,23.1,25,90,1.101,80,1.5,1,21,10.28,12.63
3.8,1.049,1.008,19.52,6,60,1.031,70,3.1,0.35,70,5.48,29.15
42,1.053,1.008,5.78,30,90,1.074,81,2.6,1.5,9,5.82,31.31
20.82,1.065,1.015,7.37,25.55,60,1.053,75,0.86,0.5,22.22,6.48,71.22
50,1.053,1.011,9.47,64,60,1.042,75,2.8,0.75,19,5.52,48.08
13.25,1.121,1.03,14.48,18.93,90,1.084,75,1.25,0.5,21.11,11.87,67.25
43.53,1.056,1.016,9.67,49.21,60,1.04,70,1.33,1.25,17.78,5.26,31.52
16,1.064,1.017,18.91,18,60,1.056,55,5,1,20,6.21,18.25
24.61,1.091,1.019,50,34.07,60,1.066,66,1.33,1.25,18.33,9.46,51.19
18.93,1.061,1.012,3.84,28.39,60,1.041,75,1.5,0.35,18.33,6.49,58.28
95,1.056,1.009,5.73,99.5,60,1.054,90,2.5,0.35,18,6.16,40.81
34,1.044,1.005,3.37,34,60,1.044,70,2.44,0.5,20,5.11,9.26
22.71,1.057,1.013,29.83,33.5,60,1.039,72,1.5,0.35,20,5.7,22.39
20.82,1.069,1.017,5.26,28.39,60,1.05,70,1.75,1,20,6.78,21.98
20.82,1.053,1.013,4.66,28.69,60,1.033,60,1.5,0.35,22.22,5.23,22.69
56.78,1.054,1.013,6.08,62.46,60,1.049,70,1.5,0.35,20,5.29,33.64
500,1.055,1.009,8.99,560,60,1.049,80,3,1,17,6.01,35.56
20.82,1.07,1.014,6.47,28.39,75,1.051,70,1.25,0.75,20,7.26,79.06
275,1.048,1.009,2.86,320,90,1.041,90,3,2,10,5.12,28.72
18.93,1.048,1.012,4.15,28.39,90,1.032,65,1.5,0.5,18.33,4.68,24.21
21.96,1.048,1.011,8.95,28.39,120,1.037,81,1.8,1.25,11.67,4.82,44.16
24.61,1.051,1.011,17.27,28.39,60,1.044,70,1.5,0.5,17.78,5.31,23.17
20.82,1.061,1.014,7.86,25.06,60,1.051,70,1.3,1.25,18.33,6.21,89.41
22.71,1.071,1.016,6.02,30.28,90,1.053,70,1.5,0.75,20,7.22,100.74
3.79,1.052,1.009,3.76,6.62,90,1.03,55,1.6,0.5,20,5.65,12.6
18.93,13.195,2.9955,16.19,24.61,60,10.3,70,1.5,0.35,18.33,5.47,49.84
22.71,1.057,1.016,22.94,26.5,90,1.049,65,1.5,0.75,20,5.36,77.83
55,1.059,1.014,17.79,46,60,1.07,70,3,0.5,19,5.87,30.95
41.64,1.05,1.013,3.31,47.32,60,1.044,75,1.5,0.35,20,4.92,12.11
18.93,1.049,1.009,9.72,28.39,60,1.033,70,1.5,0.35,21.11,5.34,33.93
7.57,1.059,1.016,31.52,11.36,60,1.039,65,0.75,0.35,18.89,5.53,29.98
18.93,1.059,1.015,25.29,24.61,60,1.045,70,1.5,0.75,18.33,5.76,31.34
11.36,1.066,1.012,4.45,15.14,60,1.045,70,1.5,1,17.78,7.07,65.72
47.3,1.064,1.018,6.5,59,90,1.051,73,4,0.75,20,6.06,58.62
19,1.05,1.013,3.83,27,60,1.035,61,3,1,17,4.88,12.57
45.42,1.087,1.021,8.7,54.89,60,1.069,75,1.13,0.75,21.11,8.68,57.01
12,1.064,1.015,11.8,18,90,1.043,65,2.8,1,21,6.35,33.53
41.64,1.069,1.019,15.86,51.1,60,1.056,72,1,0.35,18.89,6.48,39.81
20.82,1.049,1.015,17.29,24.61,60,1.042,75,1.5,0.75,15.56,4.46,23.06
18.93,1.063,1.012,19.81,26.5,60,1.045,75,1.2,0.35,20,6.73,87.64
9.46,1.051,1.01,12.53,13.25,60,1.036,70,1.33,0.75,19.44,5.29,14.67
22.71,1.089,1.017,12.25,30.28,60,1.067,65,1.25,1.25,20.56,9.45,47.16
50,1.065,1.018,19.08,60,90,1.054,80,3,0.75,18,6.17,56.23
20.82,1.054,1.013,6.8,28.39,60,1.04,70,1.8,0.75,20,5.44,59.31
4500,1.054,1.014,4.36,4550,60,1.054,55,6,0.75,18,5.34,9.13
20.82,1.05,1.011,3.83,24.61,75,1.042,74,1.25,0.75,15.56,5.11,26.58
23,1.067,1.013,4.7,28.6,90,1.048,65,2.7,1.25,21.5,7.12,19.31
21.77,1.044,1.011,10.87,25.55,60,1.034,72,1,0.75,17.78,4.28,29.9
23,1.086,1.031,6.8,28.5,60,1.054,80,3,1,18,7.22,32.95
25,1.055,1.01,3.58,30,90,1.046,75,4.8,0.5,20,5.95,55.6
22,1.073,1.018,32.86,26.5,75,1.061,70,3,0.75,19,7.31,45.52
25,1.043,1.005,2.88,33,60,1.032,70,3,0.75,29,5,32.55
29.53,1.06,1.017,37.53,35.58,60,1.05,76,1.5,1.25,20,5.68,30.66
20,11.4428,3.29337,34.9,26,60,8.1,70,3,0.35,19,4.35,44.14
151.42,1.086,1.027,5.81,170.34,60,1.076,72,1.15,0.35,20,7.78,68.42
60,1.078,1.007,18.24,78,70,1.06,73,3,0.75,20,9.27,28.14
20.82,1.076,1.015,11.42,25.55,60,1.062,70,1.34,0.5,19.44,8.08,100.25
41.64,1.051,1.012,8.74,49.21,90,1.043,75,1.35,1.5,12.78,5.15,20.99
18.93,1.051,1.013,13.12,25.55,60,1.038,73,1.25,0.75,17.22,4.99,41.78
20.78,1.056,1.019,9.54,24.61,60,1.048,75,1.4,0.35,18.89,4.92,56.81
46,1.052,1.014,11.83,52,75,1.046,75,3,1.75,10,5.09,43.79
17.03,1.084,1.02,6.25,21.77,75,1.062,61,1.25,1,16.67,8.43,39.47
18.93,1.072,1.02,6.66,30.28,60,1.045,70,1.5,0.35,20,6.84,114.58
20.8,1.058,1.012,11.34,25.4,60,1.048,79,3.1,0.5,18,6.03,15.96
34.07,1.096,1.021,35.62,45.42,90,1.072,70,2,1.25,23.89,9.78,50.19
19.87,1.08,1.021,19.34,24.61,60,1.065,70,1.3,0.75,18.33,7.78,32.37
18.93,1.065,1.012,22.47,26.5,60,1.046,70,1.5,0.5,20,7.02,62.04
3.79,1.052,1.012,25.45,5.68,60,1.035,65,1,0.35,19.44,5.29,27.08
20.82,1.051,1.012,8.12,27.44,60,1.039,70,1.5,0.5,18.33,5.12,37.97
23,1.045,1.01,2.98,25.7,60,1.04,80,5,0.5,18,4.58,23.45
18.93,1.079,1.025,21.19,24.61,60,1.061,65,1.25,1.25,20,7.06,61.21
20,1.047,1.01,4.2,26.88,60,1.035,72,3.703,0.5,16,4.92,26.54
41.64,1.047,1.01,8.4,53,60,1.037,90,1.25,0.5,21.11,4.92,55.91
41.64,1.049,1.017,16.36,47.32,60,1.043,70,1.5,0.35,21.11,4.31,14.34
40.5,1.051,1.008,3.08,48.07,90,1.043,75,1.5,1.5,12.78,5.64,35.25
20.82,1.052,1.012,3.1,29.34,90,1.037,75,1.25,0.5,22.22,5.26,18.47
39.75,1.056,1.01,5.94,53.94,60,1.041,70,1.33,0.5,20,6,46.97
23,1.065,1.013,8.04,28,60,1.053,75,2.7,0.75,19,6.84,87.08
23,1.045,1.01,36.43,32,60,1.033,68,2.5,0.35,18,4.57,44.32
20.82,1.075,1.026,5.91,24.61,60,1.04,70,1.33,0.5,20,6.37,22.3
21.77,1.061,1.011,6.75,32.18,60,1.041,68,1.4,1,20,6.55,93.22
11.36,1.045,1.011,17.98,13.25,60,1.038,70,1.5,0.5,18.33,4.41,25.27
28,1.048,1.009,26.15,31,60,1.043,68,7.35,0.75,19,5.13,26.51
9,1.054,1.015,3.84,12.5,80,1.039,66,3,0.75,20,5.08,16.41
12,1.052,1.012,13.62,16,60,1.039,65,4,0.5,22,5.25,39.1
20.82,1.045,1.01,4.37,24.61,60,1.038,50,1,0.35,21.11,4.56,18.02
20.82,1.083,1.02,45.63,26.5,75,1.066,70,1.5,0.5,20,8.34,55.19
19.87,1.046,1.008,2.73,28.39,60,1.032,80,1.5,0.75,10,5.01,35.83
20.82,1.065,1.015,12.8,26.5,90,1.051,70,1,0.35,20,6.54,76.04
18.93,1.052,1.016,3.59,28.39,90,1.035,70,1.5,1.5,10,4.74,24.46
37.85,1.046,1.011,38.75,41.64,60,1.042,72,1.3,0.75,20,4.63,22.51
22,1.063,1.016,8.63,23,80,1.06,74,3.4,1,21,6.11,83.94
20.82,1.048,1.013,3.02,28.39,60,1.035,70,1.33,1.5,10,4.52,11.54
25,1.054,1.016,13.3,29,90,1.046,72,3.2,0.75,16,4.93,30.83
12,1.052,1.012,12.55,14,60,1.035,70,5,0.75,22,5.21,28.5
10,1.072,1.012,19.17,16,90,1.045,75,4,0.75,22,7.91,30.37
47,1.065,1.016,7.08,60,90,1.051,78,4,2,10,6.45,31.79
22.71,13.5562,4.65945,5.11,26.5,60,11.7,63,1.5,1,18.89,4.81,67.29
83.28,1.046,1.006,3.87,98.42,60,1.036,75,1.25,0.75,20,5.26,12.59
49,12.4097,2.54488,4.86,56,70,10.9,86,2.5,0.5,18,5.27,40.86
22.71,1.038,1.008,2.31,30.28,60,1.029,80,1.75,1.5,11.11,4.01,17.89
20.82,1.07,1.016,32.52,28.39,60,1.051,85,1.5,0.5,20,7.13,29.53
22.71,1.094,1.009,1.49,28.39,60,1.075,100,1.5,1,21.11,11.06,0
22,1.077,1.013,12.52,29,90,1.058,69,2.5,1,21,8.37,82.15
100,1.043,1.008,7.39,115,60,1.037,80,3,1,18,4.54,31.22
21,1.061,1.01,15.81,28,90,1.045,70,3,1,21,6.59,39
19.87,1.037,1.009,20.81,24.61,60,1.03,52,1.3,0.35,22.22,3.72,18.78
27,21.2469,5.61415,27.74,32,80,18.1,78,2.5,1.75,10,8.72,35.37
21.58,1.074,1.014,5.86,24.61,60,1.065,68,1.5,1,18.33,8.31,37.02
3.79,1.049,1.006,4.22,5.68,90,1.033,55,1.5,0.35,20,5.66,10.73
41.64,1.063,1.011,39.01,49.21,60,1.053,84,1.5,0.35,21.11,6.89,35.17
23,1.062,1.016,3.47,28.5,60,1.05,75,3,1,10,6.26,41.49
75,1.052,1.009,6,74,60,1.052,85,3,0.75,17.5,5.58,31.62
79.49,1.051,1.011,26.76,87.06,60,1.046,84,1.5,1,12.78,5.22,28.92
23,1.038,1.007,4,26.8,60,1.033,70,3.1,0.35,21,4.1,44.25
52,1.067,1.019,8.22,60,90,1.058,80,2.5,0.5,21,6.38,67.2
20.82,1.059,1.013,14.66,11.36,60,1.109,35,1.5,0.75,21.11,6.12,33.08
16.09,1.047,1.008,4.78,18.93,60,1.04,66,1.5,1.5,12.78,5.04,22.22
22.71,1.064,1.023,37.91,28.39,60,1.051,60,1.5,0.5,21.11,5.32,39.62
2044.12,1.041,1.002,3.76,2384.81,120,1.035,55,1.5,1.25,23.89,5.1,10.64
20.82,1.046,1.008,3.18,26.5,90,1.036,80,1.5,0.75,20,4.98,20.73
18.93,1.078,1.018,10.9,21.96,60,1.067,77,1.4,1,20.56,7.92,122.06
36,1.065,1.018,13.25,48,90,1.048,35,2,0.35,18,6.1,99.46
20.82,1.066,1.015,5.04,26.5,60,1.052,70,1.5,0.35,21.11,6.58,129.78
45.42,1.081,1.017,6.1,51.1,90,1.072,70,1.5,1,20,8.39,70.39
18.93,1.082,1.019,7.44,26.5,90,1.059,70,4,1,20,8.34,74.66
18.93,1.082,1.024,9.71,22.71,60,1.068,65,1.25,0.75,21.11,7.54,44.12
21,1.113,1.031,50,28.5,90,1.083,70,3,1.25,18,10.73,73.99
18.93,1.085,1.024,6.3,25.55,90,1.043,65,2.3,1,18.89,8,38.25
42,1.08,1.022,40,50.1,90,1.067,60,2,0.35,20,8.15,46.67
28,1.053,1.012,7.54,37,60,1.04,78,2.9,0.35,20,5.33,39.14
18.93,1.055,1.015,6.16,24.91,60,1.042,75,1.5,0.75,21.11,5.18,31.55
20.82,1.052,1.013,26.7,28.39,60,1.038,70,1.5,0.75,20,5.14,30.59
20,1.069,1.017,18.85,28.4,90,1.048,65,3,1,18.2,6.84,68.79
18.93,1.06,1.015,4.41,26.69,90,1.043,70,1.4,1.5,10,5.9,44.82
60.57,1.064,1.02,16.31,71.92,60,1.054,85,1.5,0.75,18.89,5.77,43.98
37.85,1.061,1.014,6.09,49.21,60,1.047,70,1,0.5,20,6.26,107.08
37.85,1.059,1.016,6.93,45.42,70,1.049,62,2,0.35,21.11,5.57,39.15
22.71,1.061,1.016,6.43,31.99,60,1.044,60,1.5,0.5,18.89,5.99,122.41
22,1.054,1.009,6.12,28.5,60,1.042,67,2.8,0.5,18,5.89,52.89
20.82,1.087,1.013,9.92,28.39,60,1.064,73,1.33,1,18.33,10.42,139.5
24.98,1.06,1.014,3.65,32.18,90,1.047,80,1.2,0.75,20,6.02,14.58
21.77,1.06,1.011,7.31,27.41,60,1.047,70,1.3,0.75,20,6.46,36.51
17.03,1.044,1.012,37.76,26.5,75,1.028,65,2.38,1,21.11,4.23,51.3
16.66,1.055,1.011,5.78,27.25,105,1.034,66,1.5,1,20,5.79,17.35
20.82,1.055,1.014,12.62,26.5,60,1.043,70,1.5,0.75,20,5.44,25.54
20.82,1.068,1.017,13.66,28.39,60,1.05,75,1.25,1,20,6.72,46.15
3.79,1.048,1.007,3.59,5.68,90,1.032,65,1.5,0.35,20,5.47,11.43
60.57,1.055,1.018,6.77,79.49,90,1.042,68,1.35,1.75,11.11,4.84,19.31
20.82,1.058,1.01,30.71,28.39,90,1.043,65,1.5,0.5,20,6.37,37.08
20.82,1.057,1.011,12.14,28.39,60,1.042,70,1.5,0.35,21.11,6.04,43.68
52,1.05,1.009,19.47,62,60,1.042,80,3,0.5,19,5.35,33.7
22.71,13.0098,3.07633,25.13,32.18,75,9.3,80,1.5,1.5,12.78,5.33,26.95
20,1.061,1.01,4.21,25,61,1.049,82,3.1,1.25,18,6.64,9.15
20.82,1.107,1.016,32.63,28.39,90,1.079,55,1.5,0.5,22.22,11.98,47.75
10.41,1.056,1.016,5.43,16.32,60,1.035,80,1.5,0.75,17.78,5.25,37.54
37.1,1.057,1.015,27.89,45.42,60,1.046,72,1.25,0.35,20,5.55,40.62
45.42,1.057,1.015,10.96,53,60,1.043,70,1.5,0.5,18.89,5.58,22.22
22.71,1.074,1.019,19.54,30.28,60,1.056,70,1.5,0.75,18.33,7.29,19.39
9.46,1.05,1.012,10.75,11.36,60,1.042,75,1.7,0.5,20,4.95,49.25
24.61,1.053,1.011,3.68,30.28,90,1.043,72,1.5,0.75,19.44,5.52,11.64
37.85,1.06,1.015,15.16,53,60,1.043,68,1.25,0.5,20,5.86,26.78
18.93,1.148,1.034,27.88,28.39,60,1.099,70,1.5,1.25,21.11,15.03,91.02
18.93,1.061,1.017,5.17,22.71,60,1.051,70,1.5,0.75,18.33,5.69,21.56
11,1.048,1.012,3.1,14,60,1.038,75,3,0.75,65,4.68,26.9
19.87,1.086,1.016,9.31,30.28,90,1.056,65,1.25,1,20,9.14,315.33
20,1.065,1.019,13.55,25,90,1.052,75,3.2,2,19.5,5.95,62.9
20,1.061,1.011,23.06,25.4,60,1.048,72,3,0.75,21,6.6,60.81
24,1.054,1.011,10.14,30,90,1.043,75,3.5,0.35,12,5.57,33.93
46,1.072,1.022,6.8,55,90,1.06,68,2.5,0.35,20,6.62,90.03
20.82,1.072,1.013,9.09,27.44,60,1.055,72,1.5,0.75,20,7.75,77.11
20.82,1.072,1.019,9.27,28.39,60,1.053,70,1.5,0.75,19.44,6.95,76.53
22.71,1.061,1.012,11,30.28,60,1.046,68,1.25,0.5,20,6.48,68.98
23,1.067,1.021,13.62,29,70,1.053,64,3,0.35,24,6.09,29.91
18.93,1.063,1.016,28.64,24.91,60,1.048,70,1.5,1.25,15.56,6.23,41.55
20.82,1.048,1.001,4.2,30.28,60,1.033,70,1.5,0.75,28.89,6.23,39.35
20.82,1.053,1.014,4.86,24.98,60,1.044,53,1.33,0.5,20.56,5.11,8.6
45.42,1.064,1.016,9.8,54.89,90,1.053,80,1.2,0.75,15.56,6.23,47.11
21,1.052,1.01,7.89,27,90,1.04,75,3.8,0.35,16,5.44,38
49.21,1.129,1.043,50,56.78,60,1.112,100,1.5,0.75,18.33,11.29,44.4
21.77,1.071,1.013,11.01,29.34,60,1.053,70,1.45,1.25,17.78,7.62,105.08
23,1.082,1.018,5.56,33.9,60,1.056,73,2.6,0.75,20,8.46,64.76
20.82,1.05,1.016,9.99,24.61,90,1.042,55,1.25,0.35,21.11,4.45,57.71
10.41,1.12,1.032,38.02,17.98,60,1.07,75,1.5,1,13.33,11.62,56.24
37.85,1.051,1.015,14.87,49.21,90,1.039,75,1.3,0.35,21.11,4.77,22.16
22.71,1.055,1.009,14.31,30.28,60,1.041,70,1.5,1,17.78,6.01,36.05
41.64,1.157,1.028,9.18,49.21,120,1.133,70,1.5,1.25,18.33,16.95,175.68
32,1.049,1.006,4.2,40,60,1.039,60,3,0.35,15,5.55,13.15
80,1.052,1.013,10.92,85,60,1.049,75,2.5,0.75,21,5.03,55.29
20.82,1.053,1.013,21.2,28.39,60,1.039,72,1.2,0.5,18.33,5.22,15.04
25,1.044,1.006,3.17,29,90,1.038,70,3.2,0.75,20,4.95,26.36
20.82,1.05,1.012,4.64,34.07,60,1.03,50,1.75,0.35,21.67,4.98,19.99
18.93,1.089,1.021,19.61,24.61,90,1.068,65,1.5,0.5,17.78,8.91,23.64
20.82,1.085,1.019,15.28,28.39,60,1.062,70,1.5,1.25,15.56,8.57,113.86
23,11.9,3.2,3.81,28,60,9.8,75,3.4,0.75,20,4.65,59.84
20.82,1.079,1.025,6.22,24.61,90,1.067,75,1.5,0.35,20,7.11,82.24
20.82,1.051,1.013,4.77,28.39,90,1.037,68,1.5,0.35,20,5.01,24.6
37.85,1.066,1.017,22.18,35.96,60,1.069,80,1.5,0.5,21.11,6.33,42.56
20.82,1.066,1.018,10.37,28.39,60,1.049,70,1.5,0.35,22.22,6.33,84.03
22,1.059,1.013,12.54,25,60,1.051,75,3,1.75,15,6.03,28.56
30.28,1.052,1.012,3.46,39.75,85,1.039,82,1.33,0.75,20,5.13,17.56
24.61,1.111,1.028,47.39,34.07,90,1.08,82,1.33,1.25,19.44,10.86,70.45
45.42,1.065,1.019,28.85,50.5,60,1.058,79,1.5,0.75,20,6.04,48.75
22,1.103,1.023,50,28,120,1.076,75,2.5,1.25,18,10.55,56.36
24.61,1.06,1.015,6.25,37.85,90,1.039,70,1.25,0.35,20,5.92,107.31
19.87,1.04,1.005,3.2,26.99,75,1.029,55,1.5,1,20,4.57,24.68
25,1.112,1.031,20.4,28.5,60,1.098,70,2.5,0.5,22,10.61,25.71
18.93,1.092,1.005,5.06,28.39,90,1.061,75,1.2,1.5,10,11.39,61.12
41.64,1.06,1.016,12.1,49.21,60,1.051,79,1.33,1,20,5.82,41.82
20.82,1.053,1.013,14.55,26.5,90,1.042,60,1.5,1.5,8.89,5.34,32.79
58,1.088,1.019,5.9,60,15,1.085,80,1.5,1,24,9.03,0
8,1.083,1.021,21.66,10,60,1.059,70,3,1,21,8.14,39.82
10,1.055,1.013,24.86,13,90,1.042,70,2.8,0.35,18,5.48,32.67
20.82,1.078,1.013,7.75,28.39,90,1.057,70,1.5,0.75,20,8.5,94.51
20,1.072,1.016,9.56,24,60,1.06,70,3.5,0.75,19,7.26,67.54
30,1.054,1.013,30.58,35,80,1.047,65,3,0.5,20,5.42,30.92
20.82,1.081,1.016,17.72,26.5,60,1.063,80,1.5,0.75,21.11,8.45,12.88
20,1.054,1.011,6.71,28.5,60,1.038,70,3,0.35,18,5.61,43.28
22.5,1.07,1.012,5.45,25,60,1.063,55,3,0.75,20,7.56,144.7
37.85,1.056,1.011,3.73,45.42,60,1.037,65,1.5,0.5,19.44,5.92,53.53
18.17,1.08,1.013,5.41,24.61,60,1.059,70,1.5,0.35,21.11,8.76,87.08
20.25,1.059,1.016,5.29,33.12,90,1.031,76,1.5,1,18.33,5.59,8.2
20.82,1.055,1.013,31.42,24.61,60,1.046,70,1.3,1.25,18.33,5.51,51.91
20.82,1.058,1.014,39.36,28.39,60,1.042,75,1.5,0.35,16.67,5.71,33.48
18.93,1.071,1.016,6.04,28.39,60,1.047,70,1.3,0.75,18.33,7.2,53.19
45.42,1.085,1.015,7.77,53,90,1.066,68,1.2,1,18.33,9.1,284.44
18.93,1.042,1.01,23.02,30.28,60,1.026,70,1.5,0.35,21.67,4.11,62.82
18.93,1.063,1.016,7.78,32.18,60,1.037,70,1,0.5,21.11,6.14,93.27
2000,1.062,1.017,3.63,2200,90,1.056,75,3.5,0.75,20,5.85,0
22.71,11.1957,3.01081,3.59,28.39,60,9,60,1.5,0.75,18.89,4.36,13.85
20.82,1.072,1.018,6.87,28.39,60,1.053,82,1.25,1.25,21.11,7.11,20.16
25,1.05,1.005,6.25,28,60,1.045,89,3,0.75,28,5.93,33.62
28.39,1.07,1.016,14.39,35.96,60,1.055,80,1.5,1,15.56,7.14,31.21
23,1.051,1.012,4.45,28.5,70,1.041,80,3,0.75,23,5.1,15.32
41.64,1.049,1.009,19.5,49.21,60,1.041,70,1,0.5,20,5.24,32.8
22,1.05,1.011,6.97,26,60,1.042,70,2,0.35,16,5.06,39.81
39.75,1.05,1.016,3.27,49.21,60,1.041,70,1.25,1.75,15.56,4.55,50.27
50,1.052,1.012,2.82,68,90,1.038,70,3,1.5,10,5.23,14.48
16,1.04,1.009,3.61,21,45,1.031,65,3,1,20,4.15,18.26
23,1.055,1.012,11.77,28.5,60,1.044,70,4,0.35,20,5.64,37.3
18.93,1.053,1.013,3.54,24.61,60,1.041,70,1.7,0.35,20,5.4,20.78
20.82,1.057,1.013,4.3,28.39,60,1.042,70,1.5,0.35,18.33,5.77,5.38
21.77,1.092,1.018,39.2,28.39,90,1.07,65,1.25,0.75,17.78,9.68,117.61
18.93,1.106,1.026,40,26.5,70,1.075,65,1.75,1,18.33,10.4,77.16
22.71,1.054,1.013,9.44,26.5,60,1.047,70,1,0.75,18.33,5.37,42.57
18.93,1.164,1.022,16.93,28.39,120,1.11,70,1.5,2,26.11,18.68,120.04
25,1.059,1.013,7.02,44,130,1.034,70,2.5,1.5,16,6.11,20.47
26,1.088,1.02,36.88,35,180,1.065,75,3,1.25,18,8.91,63.26
19.87,1.055,1.013,4.62,25.55,75,1.043,70,2.6,1.5,12.78,5.52,20.86
19,1.056,1.01,39.29,30,60,1.036,60,3,0.35,19,6.05,68.34
20.82,1.051,1.013,3.79,28.39,60,1.037,70,2.5,0.75,20,4.95,8.27
20.82,1.061,1.011,18.82,28.39,60,1.045,70,1.8,0.5,20,6.58,62.56
48,1.063,1.012,36.12,50,80,1.06,70,3.4,0.5,20,6.61,25.71
24.61,1.073,1.023,4.35,28.39,60,1.063,70,1.5,0.5,21.11,6.59,32
20.82,1.062,1.012,6.52,26.5,60,1.049,70,1.1,0.75,21.11,6.51,23.79
37.85,1.062,1.012,13.95,43.53,60,1.054,72,1.5,1.25,16.67,6.52,54.43
43.53,1.04,1.011,29.81,49.21,60,1.036,70,1.33,1.25,18.33,3.79,18.37
37.85,1.099,1.018,9.23,41.64,60,1.084,80,2,1.25,21.11,10.61,72.24
23,1.045,1.008,3.13,28.5,60,1.037,75,3.47,0.35,19,4.91,31.11
117.35,1.068,1.013,5.06,124.92,60,1.046,73,1.5,0.5,19.44,7.27,25.75
